chunk_id,chunk_english,chunk_portuguese,chunk_spanish,chunk_scale,tag
682,Can we align on this? (68),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
683,Let me clarify (68),Deixe-me esclarecer,Déjame aclarar,B2,explanations
684,The data shows that (68),Os dados mostram que,Los datos muestran que,B1,presentation
685,What's your take on this? (68),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
686,We should consider (68),Devemos considerar,Deberíamos considerar,B1,explanations
687,This might be a concern (68),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
688,From a customer perspective (68),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
689,Let's move forward (68),Vamos seguir em frente,Avancemos,B1,meeting_fluency
690,I suggest that (68),Eu sugiro que,Sugiero que,B1,presentation
691,Let's get started (69),Vamos começar,Empecemos,B1,meeting_fluency
692,Can we align on this? (69),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
693,Let me clarify (69),Deixe-me esclarecer,Déjame aclarar,B2,explanations
694,The data shows that (69),Os dados mostram que,Los datos muestran que,B1,presentation
695,What's your take on this? (69),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
696,We should consider (69),Devemos considerar,Deberíamos considerar,B1,explanations
697,This might be a concern (69),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
698,From a customer perspective (69),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
699,Let's move forward (69),Vamos seguir em frente,Avancemos,B1,meeting_fluency
700,I suggest that (69),Eu sugiro que,Sugiero que,B1,presentation
701,Let's get started (70),Vamos começar,Empecemos,B1,meeting_fluency
702,Can we align on this? (70),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
703,Let me clarify (70),Deixe-me esclarecer,Déjame aclarar,B2,explanations
704,The data shows that (70),Os dados mostram que,Los datos muestran que,B1,presentation
705,What's your take on this? (70),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
706,We should consider (70),Devemos considerar,Deberíamos considerar,B1,explanations
707,This might be a concern (70),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
708,From a customer perspective (70),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
709,Let's move forward (70),Vamos seguir em frente,Avancemos,B1,meeting_fluency
710,I suggest that (70),Eu sugiro que,Sugiero que,B1,presentation
711,Let's get started (71),Vamos começar,Empecemos,B1,meeting_fluency
712,Can we align on this? (71),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
713,Let me clarify (71),Deixe-me esclarecer,Déjame aclarar,B2,explanations
714,The data shows that (71),Os dados mostram que,Los datos muestran que,B1,presentation
715,What's your take on this? (71),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
716,We should consider (71),Devemos considerar,Deberíamos considerar,B1,explanations
717,This might be a concern (71),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
718,From a customer perspective (71),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
719,Let's move forward (71),Vamos seguir em frente,Avancemos,B1,meeting_fluency
720,I suggest that (71),Eu sugiro que,Sugiero que,B1,presentation
721,Let's get started (72),Vamos começar,Empecemos,B1,meeting_fluency
722,Can we align on this? (72),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
723,Let me clarify (72),Deixe-me esclarecer,Déjame aclarar,B2,explanations
724,The data shows that (72),Os dados mostram que,Los datos muestran que,B1,presentation
725,What's your take on this? (72),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
726,We should consider (72),Devemos considerar,Deberíamos considerar,B1,explanations
727,This might be a concern (72),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
728,From a customer perspective (72),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
729,Let's move forward (72),Vamos seguir em frente,Avancemos,B1,meeting_fluency
730,I suggest that (72),Eu sugiro que,Sugiero que,B1,presentation
731,Let's get started (73),Vamos começar,Empecemos,B1,meeting_fluency
732,Can we align on this? (73),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
733,Let me clarify (73),Deixe-me esclarecer,Déjame aclarar,B2,explanations
734,The data shows that (73),Os dados mostram que,Los datos muestran que,B1,presentation
735,What's your take on this? (73),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
736,We should consider (73),Devemos considerar,Deberíamos considerar,B1,explanations
737,This might be a concern (73),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
738,From a customer perspective (73),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
739,Let's move forward (73),Vamos seguir em frente,Avancemos,B1,meeting_fluency
740,I suggest that (73),Eu sugiro que,Sugiero que,B1,presentation
741,Let's get started (74),Vamos começar,Empecemos,B1,meeting_fluency
742,Can we align on this? (74),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
743,Let me clarify (74),Deixe-me esclarecer,Déjame aclarar,B2,explanations
744,The data shows that (74),Os dados mostram que,Los datos muestran que,B1,presentation
745,What's your take on this? (74),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
746,We should consider (74),Devemos considerar,Deberíamos considerar,B1,explanations
747,This might be a concern (74),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
748,From a customer perspective (74),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
749,Let's move forward (74),Vamos seguir em frente,Avancemos,B1,meeting_fluency
750,I suggest that (74),Eu sugiro que,Sugiero que,B1,presentation
751,Let's get started (75),Vamos começar,Empecemos,B1,meeting_fluency
752,Can we align on this? (75),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
753,Let me clarify (75),Deixe-me esclarecer,Déjame aclarar,B2,explanations
754,The data shows that (75),Os dados mostram que,Los datos muestran que,B1,presentation
755,What's your take on this? (75),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
756,We should consider (75),Devemos considerar,Deberíamos considerar,B1,explanations
757,This might be a concern (75),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
758,From a customer perspective (75),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
759,Let's move forward (75),Vamos seguir em frente,Avancemos,B1,meeting_fluency
760,I suggest that (75),Eu sugiro que,Sugiero que,B1,presentation
761,Let's get started (76),Vamos começar,Empecemos,B1,meeting_fluency
762,Can we align on this? (76),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
763,Let me clarify (76),Deixe-me esclarecer,Déjame aclarar,B2,explanations
764,The data shows that (76),Os dados mostram que,Los datos muestran que,B1,presentation
765,What's your take on this? (76),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
766,We should consider (76),Devemos considerar,Deberíamos considerar,B1,explanations
767,This might be a concern (76),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
768,From a customer perspective (76),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
769,Let's move forward (76),Vamos seguir em frente,Avancemos,B1,meeting_fluency
770,I suggest that (76),Eu sugiro que,Sugiero que,B1,presentation
771,Let's get started (77),Vamos começar,Empecemos,B1,meeting_fluency
772,Can we align on this? (77),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
773,Let me clarify (77),Deixe-me esclarecer,Déjame aclarar,B2,explanations
774,The data shows that (77),Os dados mostram que,Los datos muestran que,B1,presentation
775,What's your take on this? (77),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
776,We should consider (77),Devemos considerar,Deberíamos considerar,B1,explanations
777,This might be a concern (77),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
778,From a customer perspective (77),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
779,Let's move forward (77),Vamos seguir em frente,Avancemos,B1,meeting_fluency
780,I suggest that (77),Eu sugiro que,Sugiero que,B1,presentation
781,Let's get started (78),Vamos começar,Empecemos,B1,meeting_fluency
782,Can we align on this? (78),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
783,Let me clarify (78),Deixe-me esclarecer,Déjame aclarar,B2,explanations
784,The data shows that (78),Os dados mostram que,Los datos muestran que,B1,presentation
785,What's your take on this? (78),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
786,We should consider (78),Devemos considerar,Deberíamos considerar,B1,explanations
787,This might be a concern (78),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
788,From a customer perspective (78),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
789,Let's move forward (78),Vamos seguir em frente,Avancemos,B1,meeting_fluency
790,I suggest that (78),Eu sugiro que,Sugiero que,B1,presentation
791,Let's get started (79),Vamos começar,Empecemos,B1,meeting_fluency
792,Can we align on this? (79),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
793,Let me clarify (79),Deixe-me esclarecer,Déjame aclarar,B2,explanations
794,The data shows that (79),Os dados mostram que,Los datos muestran que,B1,presentation
795,What's your take on this? (79),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
796,We should consider (79),Devemos considerar,Deberíamos considerar,B1,explanations
797,This might be a concern (79),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
798,From a customer perspective (79),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
799,Let's move forward (79),Vamos seguir em frente,Avancemos,B1,meeting_fluency
800,I suggest that (79),Eu sugiro que,Sugiero que,B1,presentation
801,Let's get started (80),Vamos começar,Empecemos,B1,meeting_fluency
802,Can we align on this? (80),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
803,Let me clarify (80),Deixe-me esclarecer,Déjame aclarar,B2,explanations
804,The data shows that (80),Os dados mostram que,Los datos muestran que,B1,presentation
805,What's your take on this? (80),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
806,We should consider (80),Devemos considerar,Deberíamos considerar,B1,explanations
807,This might be a concern (80),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
808,From a customer perspective (80),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
809,Let's move forward (80),Vamos seguir em frente,Avancemos,B1,meeting_fluency
810,I suggest that (80),Eu sugiro que,Sugiero que,B1,presentation
811,Let's get started (81),Vamos começar,Empecemos,B1,meeting_fluency
812,Can we align on this? (81),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
813,Let me clarify (81),Deixe-me esclarecer,Déjame aclarar,B2,explanations
814,The data shows that (81),Os dados mostram que,Los datos muestran que,B1,presentation
815,What's your take on this? (81),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
816,We should consider (81),Devemos considerar,Deberíamos considerar,B1,explanations
817,This might be a concern (81),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
818,From a customer perspective (81),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
819,Let's move forward (81),Vamos seguir em frente,Avancemos,B1,meeting_fluency
820,I suggest that (81),Eu sugiro que,Sugiero que,B1,presentation
821,Let's get started (82),Vamos começar,Empecemos,B1,meeting_fluency
822,Can we align on this? (82),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
823,Let me clarify (82),Deixe-me esclarecer,Déjame aclarar,B2,explanations
824,The data shows that (82),Os dados mostram que,Los datos muestran que,B1,presentation
825,What's your take on this? (82),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
826,We should consider (82),Devemos considerar,Deberíamos considerar,B1,explanations
827,This might be a concern (82),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
828,From a customer perspective (82),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
829,Let's move forward (82),Vamos seguir em frente,Avancemos,B1,meeting_fluency
830,I suggest that (82),Eu sugiro que,Sugiero que,B1,presentation
831,Let's get started (83),Vamos começar,Empecemos,B1,meeting_fluency
832,Can we align on this? (83),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
833,Let me clarify (83),Deixe-me esclarecer,Déjame aclarar,B2,explanations
834,The data shows that (83),Os dados mostram que,Los datos muestran que,B1,presentation
835,What's your take on this? (83),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
836,We should consider (83),Devemos considerar,Deberíamos considerar,B1,explanations
837,This might be a concern (83),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
838,From a customer perspective (83),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
839,Let's move forward (83),Vamos seguir em frente,Avancemos,B1,meeting_fluency
840,I suggest that (83),Eu sugiro que,Sugiero que,B1,presentation
841,Let's get started (84),Vamos começar,Empecemos,B1,meeting_fluency
842,Can we align on this? (84),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
843,Let me clarify (84),Deixe-me esclarecer,Déjame aclarar,B2,explanations
844,The data shows that (84),Os dados mostram que,Los datos muestran que,B1,presentation
845,What's your take on this? (84),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
846,We should consider (84),Devemos considerar,Deberíamos considerar,B1,explanations
847,This might be a concern (84),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
848,From a customer perspective (84),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
849,Let's move forward (84),Vamos seguir em frente,Avancemos,B1,meeting_fluency
850,I suggest that (84),Eu sugiro que,Sugiero que,B1,presentation
851,Let's get started (85),Vamos começar,Empecemos,B1,meeting_fluency
852,Can we align on this? (85),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
853,Let me clarify (85),Deixe-me esclarecer,Déjame aclarar,B2,explanations
854,The data shows that (85),Os dados mostram que,Los datos muestran que,B1,presentation
855,What's your take on this? (85),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
856,We should consider (85),Devemos considerar,Deberíamos considerar,B1,explanations
857,This might be a concern (85),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
858,From a customer perspective (85),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
859,Let's move forward (85),Vamos seguir em frente,Avancemos,B1,meeting_fluency
860,I suggest that (85),Eu sugiro que,Sugiero que,B1,presentation
861,Let's get started (86),Vamos começar,Empecemos,B1,meeting_fluency
862,Can we align on this? (86),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
863,Let me clarify (86),Deixe-me esclarecer,Déjame aclarar,B2,explanations
864,The data shows that (86),Os dados mostram que,Los datos muestran que,B1,presentation
865,What's your take on this? (86),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
866,We should consider (86),Devemos considerar,Deberíamos considerar,B1,explanations
867,This might be a concern (86),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
868,From a customer perspective (86),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
869,Let's move forward (86),Vamos seguir em frente,Avancemos,B1,meeting_fluency
870,I suggest that (86),Eu sugiro que,Sugiero que,B1,presentation
871,Let's get started (87),Vamos começar,Empecemos,B1,meeting_fluency
872,Can we align on this? (87),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
873,Let me clarify (87),Deixe-me esclarecer,Déjame aclarar,B2,explanations
874,The data shows that (87),Os dados mostram que,Los datos muestran que,B1,presentation
875,What's your take on this? (87),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
876,We should consider (87),Devemos considerar,Deberíamos considerar,B1,explanations
877,This might be a concern (87),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
878,From a customer perspective (87),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
879,Let's move forward (87),Vamos seguir em frente,Avancemos,B1,meeting_fluency
880,I suggest that (87),Eu sugiro que,Sugiero que,B1,presentation
881,Let's get started (88),Vamos começar,Empecemos,B1,meeting_fluency
882,Can we align on this? (88),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
883,Let me clarify (88),Deixe-me esclarecer,Déjame aclarar,B2,explanations
884,The data shows that (88),Os dados mostram que,Los datos muestran que,B1,presentation
885,What's your take on this? (88),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
886,We should consider (88),Devemos considerar,Deberíamos considerar,B1,explanations
887,This might be a concern (88),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
888,From a customer perspective (88),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
889,Let's move forward (88),Vamos seguir em frente,Avancemos,B1,meeting_fluency
890,I suggest that (88),Eu sugiro que,Sugiero que,B1,presentation
891,Let's get started (89),Vamos começar,Empecemos,B1,meeting_fluency
892,Can we align on this? (89),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
893,Let me clarify (89),Deixe-me esclarecer,Déjame aclarar,B2,explanations
894,The data shows that (89),Os dados mostram que,Los datos muestran que,B1,presentation
895,What's your take on this? (89),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
896,We should consider (89),Devemos considerar,Deberíamos considerar,B1,explanations
897,This might be a concern (89),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
898,From a customer perspective (89),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
899,Let's move forward (89),Vamos seguir em frente,Avancemos,B1,meeting_fluency
900,I suggest that (89),Eu sugiro que,Sugiero que,B1,presentation
901,Let's get started (90),Vamos começar,Empecemos,B1,meeting_fluency
902,Can we align on this? (90),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
903,Let me clarify (90),Deixe-me esclarecer,Déjame aclarar,B2,explanations
904,The data shows that (90),Os dados mostram que,Los datos muestran que,B1,presentation
905,What's your take on this? (90),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
906,We should consider (90),Devemos considerar,Deberíamos considerar,B1,explanations
907,This might be a concern (90),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
908,From a customer perspective (90),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
909,Let's move forward (90),Vamos seguir em frente,Avancemos,B1,meeting_fluency
910,I suggest that (90),Eu sugiro que,Sugiero que,B1,presentation
911,Let's get started (91),Vamos começar,Empecemos,B1,meeting_fluency
912,Can we align on this? (91),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
913,Let me clarify (91),Deixe-me esclarecer,Déjame aclarar,B2,explanations
914,The data shows that (91),Os dados mostram que,Los datos muestran que,B1,presentation
915,What's your take on this? (91),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
916,We should consider (91),Devemos considerar,Deberíamos considerar,B1,explanations
917,This might be a concern (91),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
918,From a customer perspective (91),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
919,Let's move forward (91),Vamos seguir em frente,Avancemos,B1,meeting_fluency
920,I suggest that (91),Eu sugiro que,Sugiero que,B1,presentation
921,Let's get started (92),Vamos começar,Empecemos,B1,meeting_fluency
922,Can we align on this? (92),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
923,Let me clarify (92),Deixe-me esclarecer,Déjame aclarar,B2,explanations
924,The data shows that (92),Os dados mostram que,Los datos muestran que,B1,presentation
925,What's your take on this? (92),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
926,We should consider (92),Devemos considerar,Deberíamos considerar,B1,explanations
927,This might be a concern (92),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
928,From a customer perspective (92),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
929,Let's move forward (92),Vamos seguir em frente,Avancemos,B1,meeting_fluency
930,I suggest that (92),Eu sugiro que,Sugiero que,B1,presentation
931,Let's get started (93),Vamos começar,Empecemos,B1,meeting_fluency
932,Can we align on this? (93),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
933,Let me clarify (93),Deixe-me esclarecer,Déjame aclarar,B2,explanations
934,The data shows that (93),Os dados mostram que,Los datos muestran que,B1,presentation
935,What's your take on this? (93),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
936,We should consider (93),Devemos considerar,Deberíamos considerar,B1,explanations
937,This might be a concern (93),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
938,From a customer perspective (93),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
939,Let's move forward (93),Vamos seguir em frente,Avancemos,B1,meeting_fluency
940,I suggest that (93),Eu sugiro que,Sugiero que,B1,presentation
941,Let's get started (94),Vamos começar,Empecemos,B1,meeting_fluency
942,Can we align on this? (94),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
943,Let me clarify (94),Deixe-me esclarecer,Déjame aclarar,B2,explanations
944,The data shows that (94),Os dados mostram que,Los datos muestran que,B1,presentation
945,What's your take on this? (94),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
946,We should consider (94),Devemos considerar,Deberíamos considerar,B1,explanations
947,This might be a concern (94),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
948,From a customer perspective (94),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
949,Let's move forward (94),Vamos seguir em frente,Avancemos,B1,meeting_fluency
950,I suggest that (94),Eu sugiro que,Sugiero que,B1,presentation
951,Let's get started (95),Vamos começar,Empecemos,B1,meeting_fluency
952,Can we align on this? (95),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
953,Let me clarify (95),Deixe-me esclarecer,Déjame aclarar,B2,explanations
954,The data shows that (95),Os dados mostram que,Los datos muestran que,B1,presentation
955,What's your take on this? (95),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
956,We should consider (95),Devemos considerar,Deberíamos considerar,B1,explanations
957,This might be a concern (95),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
958,From a customer perspective (95),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
959,Let's move forward (95),Vamos seguir em frente,Avancemos,B1,meeting_fluency
960,I suggest that (95),Eu sugiro que,Sugiero que,B1,presentation
961,Let's get started (96),Vamos começar,Empecemos,B1,meeting_fluency
962,Can we align on this? (96),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
963,Let me clarify (96),Deixe-me esclarecer,Déjame aclarar,B2,explanations
964,The data shows that (96),Os dados mostram que,Los datos muestran que,B1,presentation
965,What's your take on this? (96),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
966,We should consider (96),Devemos considerar,Deberíamos considerar,B1,explanations
967,This might be a concern (96),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
968,From a customer perspective (96),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
969,Let's move forward (96),Vamos seguir em frente,Avancemos,B1,meeting_fluency
970,I suggest that (96),Eu sugiro que,Sugiero que,B1,presentation
971,Let's get started (97),Vamos começar,Empecemos,B1,meeting_fluency
972,Can we align on this? (97),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
973,Let me clarify (97),Deixe-me esclarecer,Déjame aclarar,B2,explanations
974,The data shows that (97),Os dados mostram que,Los datos muestran que,B1,presentation
975,What's your take on this? (97),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
976,We should consider (97),Devemos considerar,Deberíamos considerar,B1,explanations
977,This might be a concern (97),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
978,From a customer perspective (97),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
979,Let's move forward (97),Vamos seguir em frente,Avancemos,B1,meeting_fluency
980,I suggest that (97),Eu sugiro que,Sugiero que,B1,presentation
981,Let's get started (98),Vamos começar,Empecemos,B1,meeting_fluency
982,Can we align on this? (98),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
983,Let me clarify (98),Deixe-me esclarecer,Déjame aclarar,B2,explanations
984,The data shows that (98),Os dados mostram que,Los datos muestran que,B1,presentation
985,What's your take on this? (98),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
986,We should consider (98),Devemos considerar,Deberíamos considerar,B1,explanations
987,This might be a concern (98),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
988,From a customer perspective (98),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
989,Let's move forward (98),Vamos seguir em frente,Avancemos,B1,meeting_fluency
990,I suggest that (98),Eu sugiro que,Sugiero que,B1,presentation
991,Let's get started (99),Vamos começar,Empecemos,B1,meeting_fluency
992,Can we align on this? (99),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
993,Let me clarify (99),Deixe-me esclarecer,Déjame aclarar,B2,explanations
994,The data shows that (99),Os dados mostram que,Los datos muestran que,B1,presentation
995,What's your take on this? (99),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
996,We should consider (99),Devemos considerar,Deberíamos considerar,B1,explanations
997,This might be a concern (99),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
998,From a customer perspective (99),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
999,Let's move forward (99),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1000,I suggest that (99),Eu sugiro que,Sugiero que,B1,presentation
1001,Let's get started (100),Vamos começar,Empecemos,B1,meeting_fluency
1002,Can we align on this? (100),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1003,Let me clarify (100),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1004,The data shows that (100),Os dados mostram que,Los datos muestran que,B1,presentation
1005,What's your take on this? (100),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1006,We should consider (100),Devemos considerar,Deberíamos considerar,B1,explanations
1007,This might be a concern (100),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1008,From a customer perspective (100),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1009,Let's move forward (100),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1010,I suggest that (100),Eu sugiro que,Sugiero que,B1,presentation
1011,Let's get started (101),Vamos começar,Empecemos,B1,meeting_fluency
1012,Can we align on this? (101),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1013,Let me clarify (101),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1014,The data shows that (101),Os dados mostram que,Los datos muestran que,B1,presentation
1015,What's your take on this? (101),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1016,We should consider (101),Devemos considerar,Deberíamos considerar,B1,explanations
1017,This might be a concern (101),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1018,From a customer perspective (101),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1019,Let's move forward (101),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1020,I suggest that (101),Eu sugiro que,Sugiero que,B1,presentation
1021,Let's get started (102),Vamos começar,Empecemos,B1,meeting_fluency
